Customer_ID,Age,Gender,City_Tier,Income_Level,Lifestyle_Type,Health_Goal,Dietary_Preference,Preferred_Category,Order_Frequency,Avg_Monthly_Spend,Discount_Sensitivity,App_Usage_Time,Subscription_Type,Order_Value,Churn,CLV,Engagement_Score,High_Value_Customer,Spend_per_Order
52,53,1,1,0,0,1,0,0,11,6360.0,0.67,111,1,894,0,419760,1221,1,530.0
53,57,1,0,1,2,2,1,3,11,5706.0,0.67,24,2,1109,0,125532,264,0,475.5
54,21,1,0,1,2,2,1,3,6,599.0,0.19,85,2,470,0,21564,510,0,85.57142857142857
55,19,0,0,1,1,1,1,1,1,1847.0,0.2,15,2,1740,0,11082,15,0,923.5
56,23,1,0,0,1,2,1,2,1,6524.5,0.47,20,1,1324,0,44544,20,1,3262.25
57,59,1,1,1,2,1,1,3,14,1205.0,0.91,105,2,1611,0,101220,1470,0,80.33333333333333
58,21,0,2,2,0,0,0,0,13,1720.0,0.01,46,2,1509,0,134160,598,0,122.85714285714286
59,46,0,1,2,0,0,1,0,19,3314.0,0.78,100,0,1953,1,377796,1900,0,165.7
60,35,1,1,2,1,2,1,1,5,3361.0,0.06,94,0,1040,0,100830,470,0,560.1666666666666
61,43,0,0,1,1,0,1,1,1,1066.0,0.48,56,2,2021,0,6396,56,0,533.0
62,51,0,0,1,2,0,1,3,14,1495.0,0.64,41,2,1203,1,125580,574,0,99.66666666666667
63,27,0,0,0,2,0,1,3,7,4021.0,0.69,56,1,439,0,168882,392,1,502.625
64,53,1,1,0,1,0,0,1,7,3109.0,0.06,13,0,1839,1,130578,91,0,388.625
65,31,1,2,2,2,1,1,3,13,1648.0,0.42,39,2,560,0,128544,507,0,117.71428571428571
66,48,1,1,1,1,1,1,2,9,905.0,0.58,71,2,933,0,48870,639,0,90.5
67,32,0,0,2,1,2,0,1,6,2198.0,0.07,99,0,1051,1,79128,594,0,314.0
68,25,1,0,2,0,0,1,0,10,2933.0,0.14,110,0,1059,0,175980,1100,0,266.6363636363636
69,31,0,1,1,1,0,1,2,1,1652.0,0.66,11,2,900,1,9912,11,0,826.0
70,40,1,0,0,2,0,1,3,7,3107.0,0.52,6,0,1550,1,130494,42,0,388.375
71,57,1,2,2,0,2,1,0,17,1888.0,0.16,29,2,1022,0,192576,493,0,104.88888888888889
72,38,0,2,1,0,1,1,0,9,924.0,0.54,108,2,1834,0,49896,972,0,92.4
73,33,1,1,0,2,0,1,3,9,5494.0,0.91,80,1,296,0,296676,720,1,549.4
74,35,0,0,0,2,1,1,3,12,5965.0,0.02,98,1,526,0,429480,1176,1,458.84615384615387
75,41,0,0,1,2,2,1,3,9,1591.0,0.64,98,2,2320,0,85914,882,0,159.1
76,43,1,0,2,1,1,1,1,1,3499.0,0.07,97,0,1193,0,20994,97,0,1749.5
77,42,0,0,2,0,0,0,0,10,3163.0,0.01,45,0,1479,0,189780,450,0,287.54545454545456
78,58,1,0,2,1,1,1,2,5,3027.0,0.15,79,0,1966,0,90810,395,0,504.5
79,46,1,1,1,1,1,1,1,7,820.0,0.42,119,2,1193,0,34440,833,0,102.5
80,32,0,1,2,1,2,1,1,5,3355.0,0.8,56,0,532,1,100650,280,0,559.1666666666666
81,18,1,0,0,1,2,1,2,5,3446.0,0.28,91,0,1380,0,103380,455,0,574.3333333333334
82,42,0,0,2,0,2,0,0,14,3097.0,0.63,85,0,2164,0,260148,1190,0,206.46666666666667
83,24,1,0,1,0,2,1,0,15,709.0,0.41,81,2,298,1,63810,1215,0,44.3125
84,26,1,0,2,1,1,1,1,8,2348.0,0.23,101,0,443,0,112704,808,0,260.8888888888889
85,41,1,2,2,2,1,1,3,11,3362.0,0.51,69,0,1700,0,221892,759,0,280.1666666666667
86,18,1,0,0,0,2,1,0,10,4651.0,0.8,108,1,1664,0,279060,1080,1,422.8181818181818
87,25,1,0,2,1,2,1,2,2,3416.0,0.83,81,0,1598,1,40992,162,0,1138.6666666666667
88,41,0,0,1,2,0,1,3,5,1981.0,0.85,42,2,566,0,59430,210,0,330.1666666666667
89,28,0,2,1,2,0,1,3,10,1076.0,0.34,71,2,1681,0,64560,710,0,97.81818181818181
90,34,0,1,2,1,2,1,1,9,3165.0,0.79,84,0,2360,0,170910,756,0,316.5
91,25,0,0,1,0,1,0,0,10,1188.0,0.21,46,2,1247,1,71280,460,0,108.0
92,52,0,1,2,2,2,1,3,9,2289.0,0.74,75,0,482,0,123606,675,0,228.9
93,52,0,1,1,0,1,1,0,16,1491.0,0.95,58,2,1515,0,143136,928,0,87.70588235294117
94,50,1,2,2,0,1,1,0,16,3710.0,0.01,71,0,1586,0,356160,1136,0,218.23529411764707
95,22,1,0,2,2,0,1,3,11,2476.0,0.44,82,0,1937,0,163416,902,0,206.33333333333334
96,59,0,2,0,1,2,1,2,4,4355.0,0.65,68,1,621,1,104520,272,1,871.0
97,56,0,2,0,2,2,1,3,6,4687.0,0.7,84,1,1466,0,168732,504,1,669.5714285714286
98,58,1,2,1,2,1,1,3,6,849.0,0.18,8,2,1577,1,30564,48,0,121.28571428571429
99,45,1,1,2,0,2,1,0,11,3271.0,0.97,35,0,1611,0,215886,385,0,272.5833333333333
100,24,1,1,1,1,0,0,1,1,1169.0,0.62,17,2,674,1,7014,17,0,584.5
101,26,0,0,2,0,0,0,0,11,1925.0,0.16,31,2,2283,0,127050,341,0,160.41666666666666
102,25,0,1,2,2,2,1,3,10,1826.0,0.02,63,2,557,0,109560,630,0,166.0
103,29,0,1,0,1,2,1,1,6,4129.0,0.78,69,1,757,0,148644,414,1,589.8571428571429
104,51,1,1,0,1,0,1,2,7,6524.5,0.08,68,1,1550,0,308700,476,1,815.5625
105,50,1,0,2,1,2,1,1,5,3537.0,0.14,29,0,1267,0,106110,145,0,589.5
106,40,0,1,2,1,1,1,2,9,3905.0,0.57,41,0,937,0,210870,369,0,390.5
107,41,0,2,0,1,2,1,2,2,6524.5,0.6,118,1,224,0,90468,236,1,2174.8333333333335
108,54,1,0,0,2,1,0,3,6,6524.5,0.69,112,1,839,0,259488,672,1,932.0714285714286
109,52,1,2,1,2,2,1,3,8,1553.0,0.39,79,2,1774,0,74544,632,0,172.55555555555554
110,57,1,1,2,2,2,1,3,8,2188.0,0.77,77,0,1408,0,105024,616,0,243.11111111111111
111,39,1,2,2,0,0,1,0,11,2490.0,0.97,75,0,373,1,164340,825,0,207.5
112,44,0,0,1,1,1,1,1,1,545.0,0.27,18,2,1617,0,3270,18,0,272.5
113,52,1,0,1,1,0,1,1,4,1694.0,0.7,98,2,385,1,40656,392,0,338.8
114,18,1,2,1,2,2,1,3,9,1653.0,0.93,28,2,1504,0,89262,252,0,165.3
115,52,1,0,2,1,0,0,1,9,2256.0,0.69,71,0,1200,0,121824,639,0,225.6
116,54,0,2,2,0,2,1,0,10,1876.0,0.68,52,2,1518,0,112560,520,0,170.54545454545453
117,31,0,0,1,1,2,1,2,3,1726.0,0.22,107,2,727,0,31068,321,0,431.5
118,20,1,1,1,1,2,1,2,5,1749.0,0.54,95,2,883,1,52470,475,0,291.5
119,18,1,0,0,0,1,0,0,17,3563.0,0.56,69,0,2433,0,363426,1173,0,197.94444444444446
120,22,1,1,0,2,1,1,3,10,5887.0,0.7,42,1,1767,0,353220,420,1,535.1818181818181
121,43,0,0,2,2,1,1,3,7,3772.0,1.0,94,0,774,0,158424,658,0,471.5
122,31,0,0,2,1,0,1,1,1,2840.0,0.03,74,0,2234,1,17040,74,0,1420.0
123,56,0,0,0,0,2,0,0,17,6524.5,0.07,63,1,2084,0,687174,1071,1,362.47222222222223
124,44,1,0,1,2,0,0,3,12,1937.0,0.08,110,2,1524,0,139464,1320,0,149.0
125,26,0,2,1,2,0,1,3,5,594.0,0.74,16,2,508,0,17820,80,0,99.0
126,32,1,2,1,2,2,1,3,6,1748.0,0.14,58,2,1412,0,62928,348,0,249.71428571428572
127,32,1,0,1,1,0,1,2,3,1448.0,0.62,55,2,2041,1,26064,165,0,362.0
128,43,1,1,2,0,2,1,0,13,2052.0,0.32,42,0,1634,0,160056,546,0,146.57142857142858
129,59,0,0,0,1,2,1,1,4,5692.0,0.46,50,1,737,0,136608,200,1,1138.4
130,30,1,1,2,2,2,1,3,8,1565.0,0.22,103,2,1057,0,75120,824,0,173.88888888888889
131,49,0,2,2,0,2,0,0,16,2997.0,0.87,14,0,1774,0,287712,224,0,176.2941176470588
132,56,0,2,0,1,0,1,1,6,6524.5,0.59,13,1,392,0,279360,78,1,932.0714285714286
133,49,1,0,1,2,0,0,3,6,1183.0,0.94,91,2,1386,0,42588,546,0,169.0
134,21,1,1,1,2,0,1,3,11,1409.0,0.57,98,2,252,0,92994,1078,0,117.41666666666667
135,47,0,0,2,1,1,1,1,3,1679.0,0.12,56,2,674,1,30222,168,0,419.75
136,54,1,2,2,2,0,0,3,13,2982.0,0.17,55,0,373,1,232596,715,0,213.0
137,40,0,0,1,2,0,1,3,10,1591.0,0.99,26,2,1419,0,95460,260,0,144.63636363636363
138,56,1,1,2,0,1,1,0,15,1701.0,0.73,115,2,2013,0,153090,1725,0,106.3125
139,32,0,1,2,2,2,1,3,5,2998.0,0.05,77,0,899,0,89940,385,0,499.6666666666667
140,46,0,1,2,1,2,0,2,2,3041.0,0.7,87,0,656,1,36492,174,0,1013.6666666666666
141,53,0,0,2,0,2,0,0,13,2812.0,0.41,76,0,1554,0,219336,988,0,200.85714285714286
142,30,0,2,2,1,1,1,2,3,3448.0,0.31,72,0,1718,0,62064,216,0,862.0
143,49,1,0,1,2,0,0,3,5,1193.0,0.15,9,2,2369,0,35790,45,0,198.83333333333334
144,24,1,1,2,0,0,1,0,13,3219.0,0.84,87,0,358,0,251082,1131,0,229.92857142857142
145,39,0,0,1,0,0,0,0,12,1767.0,0.06,114,2,2037,1,127224,1368,0,135.92307692307693
146,45,0,0,0,0,0,0,0,16,6524.5,0.29,86,1,715,0,665568,1376,1,383.79411764705884
147,19,1,1,2,0,1,0,0,13,3291.0,0.31,33,0,1225,0,256698,429,0,235.07142857142858
148,59,1,0,2,1,0,1,1,5,3221.0,0.16,87,0,858,1,96630,435,0,536.8333333333334
149,23,1,0,2,2,2,1,3,5,3121.0,0.51,10,0,877,1,93630,50,0,520.1666666666666
150,45,1,0,2,2,1,1,3,5,2697.0,0.01,73,0,514,0,80910,365,0,449.5
151,45,1,0,2,0,1,0,0,18,3057.0,0.3,62,0,475,0,330156,1116,0,160.89473684210526
152,37,1,1,0,2,2,1,3,5,5291.0,0.93,47,1,651,0,158730,235,1,881.8333333333334
153,47,0,2,0,1,2,1,2,7,6524.5,0.31,73,1,1788,0,302358,511,1,815.5625
154,28,1,0,2,2,0,0,3,10,3194.0,0.36,76,0,685,0,191640,760,0,290.3636363636364
155,45,1,0,1,1,2,1,1,5,1510.0,0.47,95,2,1330,0,45300,475,0,251.66666666666666
156,42,0,0,2,1,1,1,1,4,3267.0,0.56,41,0,766,0,78408,164,0,653.4
157,56,1,0,2,2,1,1,3,12,3624.0,0.81,111,0,445,0,260928,1332,0,278.7692307692308
158,50,1,1,1,1,1,1,2,8,1541.0,0.19,62,2,1088,0,73968,496,0,171.22222222222223
159,18,1,1,1,1,0,0,1,5,1707.0,0.87,113,2,2411,0,51210,565,0,284.5
160,44,1,0,0,1,0,0,1,4,4680.0,0.76,106,1,200,1,112320,424,1,936.0
161,30,1,0,1,1,2,1,1,2,1804.0,0.72,41,2,2384,1,21648,82,0,601.3333333333334
162,58,0,0,2,0,0,1,0,14,3178.0,0.09,86,0,350,1,266952,1204,0,211.86666666666667
163,20,1,2,2,2,0,1,3,9,3814.0,0.02,30,0,1967,0,205956,270,0,381.4
164,56,0,2,2,0,1,1,0,10,2280.0,0.59,46,0,1710,0,136800,460,0,207.27272727272728
165,23,0,0,1,1,1,0,1,9,1108.0,0.86,20,2,1448,0,59832,180,0,110.8
166,25,1,0,0,2,2,1,3,13,3945.0,0.58,26,0,1328,1,307710,338,0,281.7857142857143
167,44,0,2,2,1,1,1,1,8,3330.0,0.21,114,0,1198,0,159840,912,0,370.0
168,26,1,2,2,2,0,1,3,5,2047.0,0.09,27,0,897,1,61410,135,0,341.1666666666667
169,54,0,0,2,0,2,0,0,19,3707.0,0.7,51,0,1288,1,422598,969,0,185.35
170,50,0,0,2,2,2,1,3,7,3946.0,0.72,71,0,1430,1,165732,497,0,493.25
171,59,1,0,0,1,1,0,2,2,5590.0,0.17,7,1,885,0,67080,14,1,1863.3333333333333
172,41,1,1,2,2,1,1,3,8,3674.0,0.03,16,0,1127,0,176352,128,0,408.22222222222223
173,32,1,0,2,2,1,1,3,6,3297.0,0.41,27,0,2042,0,118692,162,0,471.0
174,49,1,0,0,0,2,0,0,19,4880.0,0.58,115,1,1932,0,556320,2185,1,244.0
175,49,1,1,2,1,1,1,2,8,2447.0,0.71,15,0,939,0,117456,120,0,271.8888888888889
176,41,0,0,1,2,0,1,3,5,709.0,0.81,110,2,470,0,21270,550,0,118.16666666666667
177,58,0,1,1,0,2,0,0,11,649.0,0.61,56,2,2172,0,42834,616,0,54.083333333333336
178,29,0,0,0,2,1,1,3,9,3030.0,0.11,115,0,910,0,163620,1035,0,303.0
179,56,0,0,2,1,0,0,1,4,2111.0,0.68,54,0,524,1,50664,216,0,422.2
180,19,0,1,2,2,0,1,3,12,3364.0,0.98,61,0,1189,0,242208,732,0,258.7692307692308
181,20,0,0,2,2,1,1,3,6,1801.0,0.91,68,2,1750,0,64836,408,0,257.2857142857143
182,54,0,2,1,2,0,1,3,13,1462.0,0.87,50,2,997,0,114036,650,0,104.42857142857143
183,34,1,1,2,2,2,1,3,6,2182.0,0.3,33,0,2069,0,78552,198,0,311.7142857142857
184,19,1,0,1,1,2,1,2,2,756.0,0.75,74,2,1292,1,9072,148,0,252.0
185,19,0,1,2,0,0,1,0,9,2439.0,0.85,50,0,411,1,131706,450,0,243.9
186,45,0,0,2,0,2,0,0,19,3556.0,0.68,20,0,1781,0,405384,380,0,177.8
187,40,1,2,2,2,1,1,3,14,2276.0,0.25,102,0,1643,0,191184,1428,0,151.73333333333332
188,54,1,0,2,1,0,0,1,8,2231.0,0.95,55,0,247,0,107088,440,0,247.88888888888889
189,49,1,1,0,1,2,1,1,3,5042.0,0.45,105,1,430,0,90756,315,1,1260.5
190,50,1,0,2,1,1,1,1,8,2469.0,0.13,15,0,778,1,118512,120,0,274.3333333333333
191,18,0,0,1,1,1,1,1,7,1929.0,0.11,15,2,1312,1,81018,105,0,241.125
192,36,1,2,1,1,2,1,2,4,602.0,0.65,67,2,1954,1,14448,268,0,120.4
193,19,0,2,2,1,0,0,2,7,2583.0,0.44,57,0,2299,0,108486,399,0,322.875
194,43,0,0,0,2,1,1,3,12,6524.5,0.09,93,1,621,0,566064,1116,1,501.88461538461536
195,49,0,0,0,0,1,0,0,13,6070.0,0.74,62,1,810,0,473460,806,1,433.57142857142856
196,23,1,2,0,0,1,1,0,13,6524.5,0.8,23,1,645,0,526344,299,1,466.0357142857143
197,49,1,2,2,2,1,1,3,7,1871.0,0.73,36,2,1160,0,78582,252,0,233.875
198,21,0,0,2,0,0,0,0,12,2178.0,0.2,54,0,330,0,156816,648,0,167.53846153846155
199,28,0,0,2,1,2,1,1,2,3493.0,0.69,76,0,1871,1,41916,152,0,1164.3333333333333
200,34,0,0,2,1,2,0,2,5,701.0,0.01,59,2,535,0,21030,295,0,116.83333333333333
201,55,1,2,1,0,2,0,0,12,588.0,0.31,80,2,1340,1,42336,960,0,45.23076923076923
202,41,0,0,0,1,1,1,1,7,4996.0,0.4,45,1,1224,0,209832,315,1,624.5
203,22,1,0,1,1,0,1,2,4,898.0,0.84,103,2,1852,1,21552,412,0,179.6
204,51,0,1,1,0,2,1,0,18,687.0,0.39,74,2,737,0,74196,1332,0,36.1578947368421
205,23,0,0,1,2,0,1,3,10,1575.0,0.01,25,2,695,0,94500,250,0,143.1818181818182
206,39,0,0,0,0,2,1,0,16,6524.5,0.35,30,1,707,0,743712,480,1,383.79411764705884
207,28,1,0,2,0,1,0,0,11,3054.0,0.5,5,0,880,0,201564,55,0,254.5
208,33,1,0,2,0,2,0,0,18,3003.0,0.95,85,0,980,1,324324,1530,0,158.05263157894737
209,50,0,0,0,0,1,1,0,13,6524.5,0.94,103,1,959,0,599196,1339,1,466.0357142857143
210,26,1,1,2,2,1,1,3,13,1729.0,0.18,31,2,327,0,134862,403,0,123.5
211,23,0,0,2,2,2,1,3,14,2653.0,0.19,54,0,1492,1,222852,756,0,176.86666666666667
212,33,1,1,1,1,0,0,1,1,554.0,0.16,118,2,2393,0,3324,118,0,277.0
213,46,1,2,1,1,1,0,1,8,770.0,0.79,70,2,1165,0,36960,560,0,85.55555555555556
214,20,1,1,0,0,0,1,0,8,6524.5,0.01,104,1,759,0,337488,832,1,724.9444444444445
215,37,0,0,2,1,2,1,1,4,2623.0,0.13,69,0,1422,0,62952,276,0,524.6
216,53,1,0,2,2,1,0,3,7,2469.0,0.54,14,0,1123,0,103698,98,0,308.625
217,36,1,0,2,1,0,1,2,4,3052.0,0.25,99,0,1827,1,73248,396,0,610.4
218,43,0,0,2,1,1,1,2,7,2877.0,0.09,41,0,1271,1,120834,287,0,359.625
219,20,0,0,1,1,2,1,1,9,1675.0,0.36,73,2,740,0,90450,657,0,167.5
220,36,0,1,1,0,1,1,0,16,829.0,0.27,45,2,1399,0,79584,720,0,48.76470588235294
221,37,0,0,1,1,2,0,2,1,615.0,0.51,50,2,710,0,3690,50,0,307.5
222,49,1,0,1,2,0,1,3,14,822.0,0.98,81,2,2266,0,69048,1134,0,54.8
223,24,1,0,0,2,1,1,3,5,5610.0,0.12,49,1,554,0,168300,245,1,935.0
224,58,1,1,1,2,0,1,3,13,728.0,0.37,92,2,544,0,56784,1196,0,52.0
225,50,1,0,1,2,2,1,3,8,859.0,0.93,31,2,1283,0,41232,248,0,95.44444444444444
226,57,1,1,2,1,2,0,2,3,1527.0,0.88,69,2,1990,1,27486,207,0,381.75
227,56,0,0,0,0,0,1,0,16,6524.5,0.39,117,1,2476,0,656352,1872,1,383.79411764705884
228,35,1,2,1,2,0,1,3,9,1887.0,0.7,88,2,346,1,101898,792,0,188.7
229,57,1,2,1,2,2,1,3,10,1985.0,0.09,12,2,598,1,119100,120,0,180.45454545454547
230,18,1,0,2,0,0,0,0,8,2754.0,0.71,71,0,1923,0,132192,568,0,306.0
231,28,0,0,2,0,2,1,0,8,2918.0,0.97,53,0,1634,1,140064,424,0,324.22222222222223
232,45,0,0,2,2,0,0,3,11,6524.5,0.54,100,0,786,0,213510,1100,0,543.7083333333334
233,42,1,0,0,2,2,0,3,14,4294.0,0.5,112,1,1494,0,360696,1568,1,286.26666666666665
234,40,0,1,0,0,2,1,0,15,6524.5,0.19,93,1,1742,0,596610,1395,1,407.78125
235,48,0,2,2,2,1,1,3,12,3575.0,0.63,93,0,2004,0,257400,1116,0,275.0
236,47,0,1,2,2,2,0,3,11,3042.0,0.59,118,0,2235,0,200772,1298,0,253.5
237,59,0,2,2,1,2,1,2,9,2243.0,0.65,18,0,1627,0,121122,162,0,224.3
238,52,0,0,1,0,1,1,0,8,1722.0,0.03,66,2,937,1,82656,528,0,191.33333333333334
239,24,0,0,0,1,1,1,2,2,6524.5,0.55,47,1,1977,0,80124,94,1,2174.8333333333335
240,33,0,1,2,1,0,1,2,3,2611.0,0.59,31,0,579,1,46998,93,0,652.75
241,43,1,0,1,0,0,1,0,19,1913.0,0.21,116,2,1403,0,218082,2204,0,95.65
242,19,1,1,2,1,2,1,2,5,3221.0,0.21,100,0,1861,0,96630,500,0,536.8333333333334
243,18,0,0,1,2,0,1,3,8,1079.0,0.28,31,2,1506,0,51792,248,0,119.88888888888889
244,29,1,0,2,1,0,1,2,4,3998.0,0.71,72,0,555,1,95952,288,0,799.6
245,22,1,2,2,0,2,1,0,15,1932.0,0.61,118,2,215,0,173880,1770,0,120.75
246,54,0,0,2,2,1,1,3,12,1873.0,0.85,107,2,514,1,134856,1284,0,144.07692307692307
247,49,1,2,0,2,1,1,3,11,5265.0,0.3,79,1,1239,0,347490,869,1,438.75
248,26,0,2,1,2,2,0,3,5,1631.0,0.91,116,2,1686,1,48930,580,0,271.8333333333333
249,58,0,1,2,2,2,1,3,14,3342.0,0.74,52,0,893,0,280728,728,0,222.8
250,52,0,1,2,1,2,1,2,4,3073.0,0.4,71,0,268,1,73752,284,0,614.6
251,36,1,1,2,1,2,1,2,1,3430.0,0.1,29,0,610,0,20580,29,0,1715.0
252,33,1,2,2,2,2,1,3,9,2447.0,0.26,68,0,1118,0,132138,612,0,244.7
253,20,1,0,2,0,2,1,0,10,1848.0,0.96,28,2,939,0,110880,280,0,168.0
254,37,1,0,2,2,0,1,3,7,2287.0,0.31,13,0,1690,1,96054,91,0,285.875
255,41,0,1,1,1,0,0,2,4,525.0,0.33,12,2,472,0,12600,48,0,105.0
256,50,0,0,0,2,0,1,3,6,6524.5,0.19,107,1,658,0,286344,642,1,932.0714285714286
257,41,1,0,2,1,1,1,2,7,1869.0,0.81,99,2,1019,1,78498,693,0,233.625
258,28,0,0,2,2,2,1,3,8,3135.0,0.28,63,0,1396,0,150480,504,0,348.3333333333333
259,25,0,1,1,0,2,1,0,12,1710.0,0.33,21,2,1060,0,123120,252,0,131.53846153846155
260,53,1,2,1,2,0,0,3,6,1383.0,0.41,47,2,2173,0,49788,282,0,197.57142857142858
261,55,0,0,2,0,1,1,0,13,3414.0,0.43,99,0,1744,1,266292,1287,0,243.85714285714286
262,57,1,2,0,0,0,0,0,16,6524.5,0.41,72,1,994,0,707904,1152,1,383.79411764705884
263,37,0,1,2,2,2,1,3,12,3888.0,0.5,8,0,1004,0,279936,96,0,299.0769230769231
264,52,1,2,0,0,2,1,0,15,4702.0,0.81,105,1,1295,0,423180,1575,1,293.875
265,42,0,1,2,0,0,0,0,9,3157.0,0.82,12,0,2090,1,170478,108,0,315.7
266,52,0,1,2,1,0,1,2,4,3428.0,0.8,46,0,1039,1,82272,184,0,685.6
267,42,1,0,1,1,2,1,2,8,1106.0,0.1,53,2,802,0,53088,424,0,122.88888888888889
268,46,1,2,0,0,0,1,0,18,6524.5,0.8,10,1,1632,0,602208,180,1,343.39473684210526
269,35,1,0,1,2,2,1,3,5,925.0,0.12,77,2,2033,0,27750,385,0,154.16666666666666
